(269.2, 68.0, 180.0)
(268.4, 68.0, 180.0)
(267.59999999999997, 68.0, 180.0)
(266.79999999999995, 68.0, 180.0)
(265.99999999999994, 68.0, 180.0)
(265.19999999999993, 68.0, 180.0)
(264.3999999999999, 68.0, 180.0)
(263.5999999999999, 68.0, 180.0)
(262.7999999999999, 68.0, 180.0)
(261.9999999999999, 68.0, 180.0)
(261.1999999999999, 68.0, 180.0)
(260.39999999999986, 68.0, 180.0)
(259.59999999999985, 68.0, 180.0)
(258.79999999999984, 68.0, 180.0)
(257.99999999999983, 68.0, 180.0)
(257.1999999999998, 68.0, 180.0)
(256.3999999999998, 68.0, 180.0)
(255.5999999999998, 68.0, 180.0)
(254.79999999999978, 68.0, 180.0)
(253.99999999999977, 68.0, 180.0)
(253.20000021735177, 67.99941028554944, -179.91552961951257)
(252.4000010867596, 67.99823085696876, -179.87329442926887)
(251.60000304292677, 67.99646171489883, -179.83105923902514)
(250.80000652055622, 67.99410286030097, -179.78882404878144)
(250.00001195435001, 67.99115429445695, -179.7465888585377)
(249.20002260457426, 67.98702631124759, -179.6621184780503)
(248.4000365150618, 67.98230862255994, -179.61988328780657)
(247.60005412050904, 67.9770012309575, -179.57764809756287)
(246.80007585561037, 67.9711041393242, -179.53541290731914)
(246.000102155058, 67.96461735086439, -179.49317771707544)
(246.000102155058, 67.96461735086439, -179.49317771707544)
(245.0001991418958, 67.95096910302993, -178.94279371297554)
(244.0004733648773, 67.9277165512432, -178.39240970887562)
(243.00101707347528, 67.8948618411282, -177.84202570477572)
(242.00192249229576, 67.852408004346, -177.29164170067583)
(241.00328181256805, 67.80035895831489, -176.74125769657593)
(240.00518718363776, 67.73871950584896, -176.190873692476)
(239.0077307044638, 67.66749533471494, -175.6404896883761)
(238.01100441512003, 67.5866930171073, -175.0901056842762)
(237.01510028830208, 67.49632000904182, -174.53972168017629)
(236.02011022084082, 67.39638464966767, -173.98933767607642)
(235.02612602522245, 67.28689616049778, -173.43895367197652)
(234.03323942111658, 67.16786464455805, -172.88856966787662)
(233.0415420269128, 67.03930108545502, -172.3381856637767)
(232.05112535126662, 66.90121734636239, -171.7878016596768)
(231.0620807846556, 66.75362616892633, -171.2374176555769)
(230.0744995909461, 66.59654117208977, -170.687033651477)
(229.0884728989722, 66.42997685083571, -170.13664964737708)
(228.10409169412665, 66.25394857484969, -169.5862656432772)
(227.1214468099652, 66.06847258710154, -169.0358816391773)
(226.14062891982505, 65.87356600234659, -168.4854976350774)
(225.16172852845793, 65.66924680554644, -167.93511363097747)
(224.18483596367872, 65.4555338502093, -167.38472962687757)
(223.2100413680307, 65.2324468566504, -166.83434562277768)
(222.23743469046732, 65.00000641017223, -166.28396161867778)
(221.26710567805256, 64.75823395916508, -165.73357761457785)
(220.29914386767928, 64.50715181312783, -165.18319361047796)
(219.33363857780728, 64.24678314060945, -164.63280960637806)
(218.3706789002215, 63.977151967071016, -164.08242560227816)
(217.4103536918111, 63.69828317266884, -163.53204159817824)
(216.45275156637015, 63.410202489958614, -162.98165759407834)
(215.49796088642088, 63.112936501521, -162.43127358997845)
(214.54606975505996, 62.806512637508675, -161.88088958587858)
(213.59716600782895, 62.490959173115236, -161.33050558177865)
(212.6513372046091, 62.166305225966106, -160.78012157767876)
(211.70867062154196, 61.832580753431756, -160.22973757357886)
(210.7692532429759, 61.48981654986334, -159.67935356947896)
(209.83317175343967, 61.13804424375116, -159.12896956537904)
(208.90051252964366, 60.777296294806206, -158.57858556127914)
(207.97136163250934, 60.40760599096484, -158.02820155717924)
(207.04298156290636, 60.03598291408873, -158.45209578107512)
(207.9713140448126, 60.407723567552424, -157.90171177697522)
(208.8960328052429, 60.7883645066381, -157.35132777287532)
(209.81705251598027, 61.17787060778814, -156.8009437687754)
(210.73428819013657, 61.576205929414044, -156.2505597646755)
(211.6476551899949, 61.983333715213014, -155.7001757605756)
(212.5570692348194, 62.39921639755955, -155.1497917564757)
(213.46244640863222, 62.82381560097205, -154.59940775237578)
(214.36370316795688, 63.25709214565386, -154.04902374827589)
(215.26075634952727, 63.69900605110861, -153.498639744176)
(216.1535231779614, 64.14951653982939, -152.9482557400761)
(217.04192127339968, 64.6085820410615, -152.39787173597617)
(217.92586865910624, 65.07616019463835, -151.84748773187627)
(218.80528376903357, 65.55220785489027, -151.29710372777637)
(219.6800854553488, 66.03668109462575, -150.74671972367645)
(220.5501929959218, 66.52953520918484, -150.19633571957655)
(221.4155261017736, 67.0307247205642, -149.64595171547666)
(222.27600492448516, 67.54020338161361, -149.09556771137676)
(223.13155006356536, 68.05792418030346, -148.54518370727686)
(223.98208257377757, 68.5838393440627, -147.99479970317694)
(224.82752397242444, 69.11790034418705, -147.44441569907707)
(225.66779624658977, 69.66005790031704, -146.89403169497717)
(226.50282186033715, 70.2102619849853, -146.34364769087725)
(227.3325237618646, 70.7684618282328, -145.79326368677735)
(228.1568253906145, 71.33460592229372, -145.24287968267745)
(228.97565068433818, 71.90864202634823, -144.69249567857756)
(229.78892408611463, 72.49051717134309, -144.14211167447766)
(230.59657055132232, 73.08017766487926, -143.59172767037774)
(231.39851555456414, 73.67756909616641, -143.04134366627784)
(232.194685096544, 74.28263634104367, -142.49095966217794)
(232.9850057108953, 74.8953235670662, -141.94057565807802)
(233.7694044709599, 75.51557423865707, -141.39019165397812)
(234.54780899651743, 76.1433311223241, -140.83980764987822)
(235.32014746046417, 76.77853629194112, -140.28942364577833)
(236.0863485954409, 77.42113113409297, -139.73903964167843)
