(236.84634170040908, 78.07105635348414, -139.1886556375785)
(237.60005664717465, 78.72825197841021, -138.6382716334786)
(238.3474238868593, 79.39265736629167, -138.0878876293787)
(239.08837445631798, 80.06421120926981, -137.5375036252788)
(239.82283998450234, 80.74285153986375, -136.9871196211789)
(240.55075269876988, 81.4285157366886, -136.436735617079)
(241.27204543113749, 82.12114053023376, -135.8863516129791)
(241.9866516244794, 82.82066200870113, -135.33596760887923)
(242.6945053386688, 83.52701562390254, -134.7855836047793)
(243.39554125666226, 84.24013619721596, -134.2351996006794)
(244.0896946905271, 84.95995792559977, -133.6848155965795)
(244.77690158741026, 85.68641438766477, -133.1344315924796)
(245.45709853544886, 86.41943854980322, -132.5840475883797)
(246.13022276962144, 87.15896277237431, -132.0336635842798)
(246.7962121775397, 87.90491881594559, -131.4832795801799)
(247.45500530517975, 88.65723784758978, -130.93289557608)
(248.10654136255292, 89.41585044723628, -130.38251157198007)
(248.75076022931503, 90.18068661407693, -129.83212756788018)
(249.38760246031413, 90.95167577302531, -129.28174356378028)
(250.01700929107557, 91.72874678122896, -128.73135955968036)
(250.63892264322462, 92.51182793463424, -128.18097555558046)
(251.25328512984566, 93.30084697460259, -127.63059155148056)
(251.8600400607775, 94.0957310945784, -127.08020754738068)
(252.45913144784438, 94.89640694680703, -126.52982354328078)
(253.05050401002245, 95.7028006491031, -125.97943953918086)
(253.6341031785406, 96.51483779166787, -125.42905553508096)
(254.2098751019159, 97.33244344395538, -124.87867153098107)
(254.77776665092279, 98.15554216158672, -124.32828752688114)
(255.3377254234954, 98.98405799331161, -123.77790352278124)
(255.88969974956314, 99.81791448801671, -123.22751951868135)
(256.4336386958183, 100.65703470178028, -122.67713551458145)
(256.96949207041615, 101.50134120497205, -122.12675151048155)
(257.49721042760626, 102.350756089398, -121.57636750638164)
(258.0167450722951, 103.20520097548945, -121.02598350228175)
(258.5280480645394, 104.0645970195354, -120.47559949818185)
(259.0310722239698, 104.92886492095786, -119.92521549408193)
(259.52577113414424, 105.79792492962929, -119.37483148998203)
(260.0120991468314, 106.67169685323154, -118.82444748588213)
(260.4900113862225, 107.55010006465554, -118.27406348178224)
(260.95946375307244, 108.43305350944115, -117.72367947768234)
(261.42041292876894, 109.32047571325654, -117.17329547358241)
(261.8728163793297, 110.21228478941606, -116.62291146948252)
(262.3166323593275, 111.10839844643641, -116.07252746538262)
(262.75181991574186, 112.0087339956301, -115.52214346128271)
(263.17833889173824, 112.91320835873543, -114.97175945718281)
(263.5961499303734, 113.82173807558262, -114.42137545308292)
(264.00521447822706, 114.73423931179497, -113.87099144898302)
(264.4054947889595, 115.65062786652476, -113.32060744488311)
(264.79695392679446, 116.5708191802228, -112.7702234407832)
(265.1795557699274, 117.49472834244118, -112.2198394366833)
(265.5532650138587, 118.42227009966834, -111.6694554325834)
(265.91804717465146, 119.35335886319587, -111.1190714284835)
(266.27386859211316, 120.28790871701605, -110.5686874243836)
(266.62069643290204, 121.22583342574993, -110.0183034202837)
(266.9584986935566, 122.1670464426045, -109.4679194161838)
(267.2872442034486, 123.1114609173589, -108.9175354120839)
(267.60690262765974, 124.0589897043784, -108.36715140798398)
(267.9174444697801, 125.00954537065593, -107.81676740388409)
(268.2188410746307, 125.96304020387963, -107.26638339978419)
(268.5110646309072, 126.91938622052682, -106.71599939568428)
(268.7940881737461, 127.87849517398243, -106.16561539158437)
(269.06788558721325, 128.84027856268204, -105.61523138748447)
(269.3324316067135, 129.80464763827828, -105.06484738338457)
(269.58770182132207, 130.77151341383015, -104.51446337928468)
(269.83367267603677, 131.74078667201417, -103.96407937518477)
(270.0703214739521, 132.71237797335704, -103.41369537108487)
(270.29762637835296, 133.68619766448833, -102.86331136698497)
(270.51556641473013, 134.66215588641373, -102.31292736288506)
(270.72412147271547, 135.6401625828062, -101.76254335878515)
(270.9232723079375, 136.6201275083164, -101.21215935468526)
(271.11300054379745, 137.60196023689966, -100.66177535058534)
(271.29328867316474, 138.58557017016034, -100.11139134648543)
(271.4641200599925, 139.5708665457115, -99.56100734238554)
(271.6254789408527, 140.5577584455503, -99.01062333828563)
(271.77735042639057, 141.54615480444704, -98.46023933418572)
(271.9197205026988, 142.53596441834853, -97.9098553300858)
(272.0525760326103, 143.52709595279373, -97.3594713259859)
(272.1759047569109, 144.5194579513418, -96.80908732188598)
(272.2896952954699, 145.51295884401085, -96.25870331778607)
(272.39393714829095, 146.50750695572805, -95.70831931368618)
(272.48862069648027, 147.50301051478857, -95.15793530958626)
(272.5737372031346, 148.49937766132382, -94.60755130548635)
(272.64927881414735, 149.4965164557779, -94.05716730138644)
(272.7152385589332, 150.4943348873914, -93.50678329728653)
(272.77161035107144, 151.4927408826914, -92.95639929318662)
(272.8183889888676, 152.49164231398768, -92.40601528908672)
(272.8555701558333, 153.49094700787384, -91.85563128498681)
(272.88315042108457, 154.49056275373246, -91.3052472808869)
(272.90112723965865, 155.4903973122439, -90.75486327678699)
(272.9094989527487, 156.49035842389765, -90.20447927268708)
(272.90826478785675, 157.49035381750545, -89.65409526858717)
(272.897424858865, 158.49029121871578, -89.10371126448726)
(272.8769801660255, 159.4900783585283, -88.55332726038736)
(272.84693259586777, 160.48962298180805, -88.00294325628745)
(272.8072849210246, 161.4888328557982, -87.45255925218754)
(272.7580407999763, 162.48761577863075, -86.90217524808763)
(272.6992047767132, 163.48587958783475, -86.35179124398772)
(272.6307822803161, 164.48353216884004, -85.80140723988781)
(272.55277962445575, 165.48048146347776, -85.2510232357879)
(272.46520400680964, 166.47663547847426, -84.700639231688)
(272.3680635083984, 167.4719022939405, -84.15025522758809)
(272.26136709283975, 168.46619007185328, -83.59987122348818)
(272.1451246055217, 169.45940706453007, -83.04948721938827)
(272.0193467726937, 170.45146162309473, -82.49910321528836)
(271.8865816887502, 171.44260818033436, -82.51697321557108)
(271.76111327427054, 172.43470191953838, -83.067357219671)
(271.645180567389, 173.42795511881585, -83.61774122377089)
(271.5387942657702, 174.42227612594968, -84.1681252278708)
(271.44196418618634, 175.41757319019112, -84.7185092319707)
(271.35469926361134, 176.41375447072585, -85.2688932360706)
(271.27700755039655, 177.41072804514874, -85.81927724017049)
(271.2088962155273, 178.4084019179459, -86.3696612442704)
(271.15037154396197, 179.40668402898365, -86.9200452483703)
(271.1014389360514, 180.40548226200315, -87.47042925247021)
(271.0621029070411, 181.4047044531206, -88.02081325657012)
(271.0323670866544, 182.40425839933147, -88.57119726067002)
(271.0122342187575, 183.40405186701867, -89.12158126476993)
(271.00170616110626, 184.40399260046337, -89.67196526886983)
(271.0, 184.99999999999991, -89.99999999999999)
